tool,sentence
zipkin,"My spring-boot-resource-server is protected via Oauth.So whenever an api is requested , it is first authenticated by authentication server using ( check_token )  enpoint."
zipkin,"So now,i can see the request flow from gateway to resource server in zipkin as single flow"
zipkin,Request-&gt; Gateway -&gt; Resource Server
zipkin,but the ( check_token ) request shows up as a separate request.
zipkin,Resource Server -&gt; Auth Server
zipkin,If my understanding is right it should be a part of the previous request
zipkin,Request-&gt; Gateway -&gt; Resource Server -&gt;  Auth Server
zipkin,Am i missing something ?
zipkin,I searched on the web and found 2 results :
zipkin,"From the above link i think i need to register TraceFilter before my OauthFilter, but i don't seem to find any Trace filter in current release."
zipkin,I am using  Greenwich.SR3  in all 3 applications.
zipkin,Update
zipkin,I have printed filter chain if it helps.
zipkin,update 2 :
zipkin,Updated Spring Cloud to Hoxton.SR4
zipkin,Sample Application
zipkin,"I am creating a zipkin server, and i have seen tutorial which annotated the boostrap class with @EnableZipkinServer and others with @EnableZipkinStreamServer."
zipkin,I am having a hard time understand what is difference between these two.
zipkin,Are they interchangeable?
zipkin,I have Spring cloud sleuth(and also zipkin) configured in my application.
zipkin,"I have a controller which calls service, which in turn calls repository and finally database."
zipkin,"The setup works fine, Sleuth is generating span id's and It is visible in zipkin as well."
zipkin,I wanted to try creating span's across multiple internal beans and methods.
zipkin,I came across  Managing Spans with Annotations .
zipkin,This does not seem to work.
zipkin,"When I use any of the annotations mentioned here like  @NewSpan  or  @ContinueSpan , Autowiring stops working."
zipkin,My service class which is autowired in Controller is  null .
zipkin,If I remove these annotations everything works again.
zipkin,I am using.
zipkin,spring-boot 2.2.5.RELEASE
zipkin,"spring-cloud.version Hoxton.SR3 
I have these dependencies in my pom"
zipkin,Here is a sample code
zipkin,And my Service class is like
zipkin,"My guess is, Spring-Aop has something to do with it."
zipkin,Any idea?
zipkin,"I have been working on spring cloud sleuth to push traces to zipkin, We are pushing traces to Kafka with the help of  spring-cloud-starter-stream-kafka  and  spring-cloud-sleuth-stream"
zipkin,Below are the dependencies I have added to my application
zipkin,And my application property just have kafka broker which is by default pushing traces to  sleuth  topic  spring.cloud.stream.kafka.binder.brokers=locahost:9092
zipkin,Everything is working fine as of now  but I am not able to figure out if we can start the application if Kafka is down ?
zipkin,"From the logs I see application starts, but since it will be not able to connect to kafka we will be not able to access any of the endpoints (Added some bits of logs below)."
zipkin,Looking for this solution because pushing traces is not the primary function of my application.
zipkin,We use a lot of Finagle  Filter s and  Service s in our code.
zipkin,"However, we don't support Zipkin in our infrastructure."
zipkin,"At times there's a need to  trace  an incoming request across the chain of Filters/Services, especially in the face of concurrent requests."
zipkin,What's the most non-intrusive way to get such a functionality?
zipkin,"Goal: 
Would be great if Finagle itself provided an additional  apply  method like so:"
zipkin,Then the subclasses could opt-in to using this method instead.
zipkin,"The last argument being the identifier that every Filter/Service in the chain could ""append to""."
zipkin,Example:
zipkin,The goal is to have something that can uniquely trace/log the series of filter/services effectively.
zipkin,How may I go about by extending Finagle via traits/monkey-patching?
zipkin,Or is this not doable?
zipkin,Added dependency for cloud sleuth and zipkin dependency of version below in pom.xml
zipkin,Simple spring boot class.
zipkin,Should i add filter to set new fields?
zipkin,resultant LOG is no showing the newly added property :
zipkin,"
does something i am missing ..?"
zipkin,I have a system that distributing tasks with queues.
zipkin,I have N services that communicate with each other with N queues.
zipkin,My system diagram looks like this:
zipkin,"As you can see, the outcome results performance depends on multiple services."
zipkin,"So, diagnose failures (or performance issues) is hard task - it's very hard to find which part of the chain was the problem."
zipkin,I was looking for a tool that will provide me a map of all the processing traces.
zipkin,Something like this:
zipkin,"With a visual diagram like this, I can find which part of the chain was the problem."
zipkin,Easily.
zipkin,"So, I found a few solutions that aim to solve this problem:"
zipkin,"Unfortunately, it looks very difficult to:"
zipkin,Am I wondering if I can have an easier solution for this simple problem?
zipkin,I am using spring-cloud-sleuth-zipkin and spring-cloud-starter-sleuth as dependency.
zipkin,When i call a netflix FeignClient call TraceId changes...
zipkin,When i call TesterClient the traceId changes?
zipkin,How could i preserve the same traceId?
zipkin,I want to pass the span across multiple threads and want to get trace.
zipkin,I have different worker threads.
zipkin,while running I am getting  You may have forgotten to close or detach null
zipkin,pom.xml
zipkin,WorkerSpan1.java
zipkin,WorkerSpan2.java
zipkin,here I am passing span because tracer.getCurrentSpan() is returning null.
zipkin,and my controller
zipkin,TestController.java
zipkin,While running I am not getting trace in zipkin and getting warning:
zipkin,I also want to know how to pass trace information across different threads.
zipkin,in my microservices architecture application I'd like to add Sleuth and Zipkin server (image from Docker Hub).
zipkin,Everything works fine locally - each microservice sends data to Zipkin server.
zipkin,The problem is more complicated when I deployed all microservices on the server  -Zipkin Web UI is empty - no traces.
zipkin,"In application.properties we can explicitly set the url to the Zipkin server:
spring.zipkin.base-url:  http://10.0.44.1:9411/"
zipkin,I thought that all containers can communicate each other in different stacks/networks but it's not true.
zipkin,What should I do to publish my Zipkin server/container to be availabe for all containers from all stacks/networks?
zipkin,Is there a possibility to do this using Portainer?
zipkin,Thank you in advance
zipkin,I and my team is stuck in a very silly case of HttpClientErrorException let me first give overview of my work scenario.
zipkin,I have a micro-service stack with following things:
zipkin,In scheduler I am using spring Scheduler with cron
zipkin,The purpose of code in prepareDataForSync is to obtain data about each hotel and check current state and if any change is deducted pass it on to third party.
zipkin,Now here comes the real problem:
zipkin,I make a rest service call to obtain list of hotels from my scheduler:
zipkin,All these services are running in docker environment with each service having own container and communicating via docker networking.
zipkin,"Now when I start the services including Hotel and Scheduler, everything work fine for few hours but then I get following exception in my logs and service is no more syncing with third party."
zipkin,At line 1159 I have a service call only:
zipkin,"I checked logs in corresponding Hotel service, logs there displays the service request was received and data was collected and written to response stream but as the exception shows I never received any response and get this Exception."
zipkin,Logs from Hotel service:
zipkin,"If I restart the Scheduler service it starts working again, but again in few hours i have same issue."
zipkin,"As a workaround currently I have set up a cron on the server to restart the service every 2 hours but it is really a bad workaround, I can't rely on this in the production and need to get to the root of problem."
zipkin,"I have have googled and tried to go through any HttpClientErrorException based question, but nothing made sense to me."
